Identifiant;Commémoré;Adresse complète;Précision adresse;Code postal;xy
335.0;LIBERATION DE PARIS;56, boulevard Malesherbes 75008 Paris;NULL;75008.0;48.877208, 2.31731
517.0;Henri RIBIERE;5 bis, rue de l'Asile Popincourt 75011 Paris;NULL;75011.0;48.859816, 2.374159
617.0;Eleves de ces ecoles morts en déportation parce que nés juifs;14 rue Charles Baudelaire 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.849352, 2.376825
643.0;Colonne Commandée Par Le Capitaine Dronne DRONNE;75013 Paris;NULL;75013.0;48.831473, 2.368694
952.0;Adrien LEGRAND;2, rue de Chartres 75018 Paris;NULL;75018.0;48.884406, 2.35554
951.0;Marius LEFEBVRE;58, rue Championnet 75018 Paris;NULL;75018.0;48.895792, 2.347255
1141.0;MEMORIAL RATP;18, rue des Pyrenees Depot de Lagny 75020 Paris;NULL;75020.0;48.848792, 2.400958
1178.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Maternelle, 39 rue de Tourtille 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.872016, 2.380538
137.0;Jean, Prevot ROCHER;20, boulevard de Sébastopol 75004 Paris;NULL;75004.0;48.860264, 2.349424
203.0;Guy Robert Et Yvonne Le Marec COSTAL;5 rue des Beaux-Arts 75006 Paris;NULL;75006.0;48.856286, 2.335943
252.0;Jules De SEZE;76, rue de Seine 75006 Paris;NULL;75006.0;48.851982, 2.3369429999999998
284.0;Roger JAUDOUX;30, boulevard des Invalides 75007 Paris;NULL;75007.0;48.852184, 2.31427
346.0;SAPEURS-POMPIERS;Place Beauvau 75008 Paris;(Ministère de l'Intérieur);75008.0;48.871305, 2.316405
403.0;Maurice FEFERMAN;58, rue des Petites Ecuries 75010 Paris;Alias FIFI;75010.0;48.87406, 2.348233
583.0;LIBERATION DE PARIS;68, boulevard Diderot 75012 Paris;NULL;75012.0;48.846551, 2.381167
864.0;Raoul NORDLING;106,rue de la Pompe Lycée Janson de Sailly 75016 Paris;cour intérieure;75016.0;48.86555, 2.279442
880.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue des Bauches 75016 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75016.0;48.855842, 2.274148
937.0;Marguerite, Desplas DESPLAS;118, boulevard Ney 75018 Paris;NULL;75018.0;48.898086, 2.342092
1044.0;Robert HOUVIN;Place Armand Carrel En dépot a la Mairie du 19ème arrondissement 75019 Paris;(adresse : 31, rue de Belleville);75019.0;48.882639, 2.382162
1108.0;Henri BROBION;13, rue Saint-Blaise 75020 Paris;NULL;75020.0;48.859812, 2.4048249999999998
285.0;Général JOINVILLE-MALLERET;39, avenue de la Bourdonnais 75007 Paris;NULL;75007.0;48.858242, 2.299478
433.0;Jean Et Berthe MOINON;19, rue du Buisson Saint-Louis 75010 Paris;NULL;75010.0;48.872609, 2.3738609999999998
635.0;André CHASSERAUD;134 bis, rue de Tolbiac 75013 Paris;NULL;75013.0;48.826271, 2.358052
647.0;Sur Le Rocher Du Rond Point PLACE NATIONALE;75013 Paris;NULL;75013.0;48.831473, 2.368694
750.0;MEMORIAL;rue de la sante Angle rue Jean Dolent/ 75014 Paris;prison de la sante;75014.0;48.833603, 2.338657
827.0;Jacques ARTHUYS;72, avenue Victor-Hugo 75016 Paris;NULL;75016.0;48.870085, 2.286
44.0;Eleves de ces ecoles morts en déportation parce que nés juifs;3 rue de la Jussienne 75002 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75002.0;48.865292, 2.344087
1062.0;Albert MUNERELLE;en depot a la Mairie du 19ème arrondissement 75019 Paris;NULL;75019.0;48.886249, 2.396241
1133.0;Jacques KIPMAN;43, rue des Couronnes 75020 Paris;NULL;75020.0;48.870281, 2.384473
1140.0;MANOUCHIAN;rUE du groupe mANOUCHIAN 75020 Paris;NULL;75020.0;48.869654, 2.404505
134.0;André PERRIN;Parvis Notre-Dame 75004 Paris;Mur Hôtel-Dieu (près de la porte d'entrée);75004.0;48.853519, 2.348216
302.0;Georges MORIN;Couloir des Invalides 75007 Paris;NULL;75007.0;48.851843, 2.314945
416.0;HOPITAL SAINT-LAZARE;107, rue du Faubourg Saint-Denis 75010 Paris;NULL;75010.0;48.875174, 2.355702
381.0;Roger AIZENMAN;33, rue du Faubourg Saint- Martin 75010 Paris;NULL;75010.0;48.870359, 2.3561959999999997
402.0;Yvan EL DAROFF;130-132, boulevard de Magenta 75010 Paris;NULL;75010.0;48.880876, 2.352195
869.0;RESISTANTS TORTURES;93, rue Lauriston 75016 Paris;NULL;75016.0;48.867404, 2.288121
902.0;Roger SALOMEZ;77, rue des Dames 75017 Paris;NULL;75017.0;48.883412, 2.319978
737.0;Joseph LACAN;37, rue Raymond Losserand 75014 Paris;NULL;75014.0;48.835293, 2.320793
730.0;André DUBREUIL;9/11, boulevard Brune 75014 Paris;NULL;75014.0;48.827714, 2.306151
619.0;Eleves de ces ecoles morts en déportation parce que nés juifs;253 bis avenue Daumesnil 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.837249, 2.402542
823.0;Eleves de ces ecoles morts en déportation parce que nés juifs;3 place du Cardinal Amette 75015 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75015.0;48.850937, 2.297107
1047.0;Maurice KORZEC;37, rue Alphonse Karr 75019 Paris;NULL;75019.0;48.895545, 2.379429
1117.0;Oreste DUFOUR;59, rue Julien Lacroix 75020 Paris;NULL;75020.0;48.870502, 2.384021
1187.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue des Panoyaux Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.866365, 2.384761
315.0;Jean, Belloc VANDAL;Boulevard Saint-Germain 75007 Paris;face à  la rue de l'Université;75007.0;48.85709, 2.325409
374.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée Jacques Decour 12 avenue Trudaine 75009 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.881483, 2.343411
15.0;Emile LEMONNIER;1, avenue du général Lemonnier 75001 Paris;NULL;75001.0;48.861267, 2.330173
421.0;René LEGRAND;6, rue de Paradis 75010 Paris;NULL;75010.0;48.87456, 2.354691
386.0;Pierre CHANLAINE;64, boulevard Magenta 75010 Paris;NULL;75010.0;48.87416, 2.358219
156.0;Raymond BONNAND;105, boulevard Saint-Michel 75005 Paris;(angle rue de l'Abbé de l'Epée);75005.0;48.843992, 2.339083
30.0;Germaine ARNAULT-BARJON;Crèche de la rue Thorel 75002 Paris;NULL;75002.0;48.869722, 2.349015
753.0;Rémi REMY;64, rue Jean Moulin 75014 Paris;NULL;75014.0;48.825364, 2.32088
949.0;Madame Simone JAFFRAY;10, rue Lamarck 75018 Paris;NULL;75018.0;48.886879, 2.344534
1135.0;Henri KRASUCKI;8 rue Stanislas Meunier 75020 Paris;NULL;75020.0;48.868969, 2.4101179999999998
1025.0;COMITE CLANDESTIN DE LIBERATION;14, rue des Annelets 75019 Paris;NULL;75019.0;48.877524, 2.389402
1201.0;Eleves de ces ecoles morts en déportation parce que nés juifs;52 rue Planchat 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.855684, 2.396688
28.0;Marcel VERRIEZ;Place du marché Saint-Honoré 75001 Paris;(intérieur du commissariat);75001.0;48.866933, 2.331773
39.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue Beauregard 75002 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75002.0;48.869545, 2.348487
49.0;Xavier-ange ALESSANDRI;43, rue Meslay 75003 Paris;(vitrine d'un café);75003.0;48.868032, 2.358177
75.0;Raymonde ROYALE;8, rue au Maire 75003 Paris;NULL;75003.0;48.864581, 2.356967
361.0;MEMORIAL DEPORTES JUIF;44, rue de la Victoire 75009 Paris;NULL;75009.0;48.875243, 2.336378
379.0;René ANNEE;130-132, rue de Magenta 75010 Paris;NULL;75010.0;48.880876, 2.352195
588.0;MEMORIAL DES ANCIENS ELEVES ASPIRANTS DE RESERVE;Bois de Vincennes Entrée Sud du Fort de Vincennes 75012 Paris;NULL;75012.0;48.842349, 2.442207
609.0;Eleves de ces ecoles morts en déportation parce que nés juifs;52 rue de wattignies 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.835522, 2.39712
679.0;Joseph MONNETI;1, square du Velay 75013 Paris;NULL;75013.0;48.822792, 2.376259
695.0;Eleves de ces ecoles morts en déportation parce que nés juifs;173 rue du Chà¢teau des Rentiers 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.830318, 2.361923
727.0;COMITE LOCAL DE LIBERATION;2, place Ferdinand Brunot Mairie du XIVeme 75014 Paris;NULL;75014.0;48.832991, 2.326839
804.0;MEMORIAL 1939-1945;Avenue de la Porte de Sèvres 75015 Paris;Mémorial des 143 fusillés;75015.0;48.835391, 2.277948
1103.0;François BOLTZ;Rue de la Mare 75020 Paris;(sur une grille à  proximité du pont SNCF);75020.0;48.871367, 2.389345
219.0;Robert GAUTHIER;9, place Saint- Michel 75006 Paris;"(à  l'intérieur du café ""Fontaine Saint-Michel)";75006.0;48.853183, 2.343591
547.0;Eleves de ces ecoles morts en déportation parce que nés juifs;75/77 bld de belleville 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.869214, 2.38001
896.0;Guy MOQUET;34, rue Baron 75017 Paris;NULL;75017.0;48.895563, 2.323593
914.0;Eleves de ces ecoles morts en déportation parce que nés juifs;221 bld Péreire 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.880446, 2.289361
959.0;NAVARO;Rue Caulaincourt 75018 Paris;NULL;75018.0;48.888601, 2.335952
34.0;Louis DUMAS;21, rue Louis-le Grand 75002 Paris;(angle rue du 4 septembre);75002.0;48.869647, 2.333365
140.0;Eleves de ces ecoles morts en déportation parce que nés juifs;4 rue du Fauconnier 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.853638, 2.3596500000000002
1116.0;Jacques DUCLOS;88, boulevard Mortier 75020 Paris;NULL;75020.0;48.870028, 2.409014
1199.0;Eleves de ces ecoles morts en déportation parce que nés juifs;;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.851745, 2.355582
780.0;Serge BOLDRINI;Boulevard Pasteur 75015 Paris;Métro Pasteur (direction Porte de la Chapelle);75015.0;48.841796, 2.313738
482.0;René COLPAERT;28, rue des Trois-Bornes 75011 Paris;NULL;75011.0;48.86732, 2.374878
487.0;DEPORTATION;75011 Paris;NULL;75011.0;48.858766, 2.382438
365.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée lamartine 121 rue du Faubourg Poissonniere 75009 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.878369, 2.349089
582.0;LIBERATION DE PARIS;1, rue de Lyon 75012 Paris;NULL;75012.0;48.84594, 2.3721069999999997
841.0;Charles DELESTRAINT;avenue Mozart 75016 Paris;NULL;75016.0;48.853858, 2.269477
913.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Colège André Malraux 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.888009, 2.320536
928.0;Jean CAUDRELIER;31, boulevard Barbès 75018 Paris;NULL;75018.0;48.886878, 2.349338
837.0;Léon CHARBONNEL;3, rue Paul Valéry 75016 Paris;NULL;75016.0;48.869262, 2.291142
977.0;Eleves de ces ecoles morts en déportation parce que nés juifs;18 rue sainte-isaure 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.894154, 2.344427
957.0;MEMORIAL;1, place Jules Joffrin Mairie du XVIIIeme 75018 Paris;Hall d'entrée;75018.0;48.892304, 2.344681
1027.0;Groupe DARTEUIL;88, quai de la Loire 75019 Paris;NULL;75019.0;48.88732, 2.378912
17.0;Marcel LINDNER;43, rue de Rivoli 75001 Paris;NULL;75001.0;48.85855, 2.347738
213.0;FONTAINE SAINT-MICHEL;Place Saint-Michel 75006 Paris;Plaque gauche;75006.0;48.853411, 2.343446
253.0;Wladyslaw SIKORSKI;58, rue Jacob 75006 Paris;NULL;75006.0;48.856282, 2.331925
258.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Stèle square Félix-Desruelles 75006 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75006.0;48.847784, 2.321024
271.0;C.N.R.;41, rue de Bellechasse 75007 Paris;NULL;75007.0;48.856307, 2.321084
358.0;René Joseph LIMON;24, rue d' Aumale 75009 Paris;NULL;75009.0;48.878542, 2.335092
439.0;P.T.T.;108, rue de Maubeuge 75010 Paris;NULL;75010.0;48.880841, 2.352233
458.0;Eleves de ces ecoles morts en déportation parce que nés juifs;17 rue de Marseille 75010 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.871747, 2.363814
630.0;AVIATEURS;Pont de Tolbiac 75013 Paris;NULL;75013.0;48.82979, 2.38331
661.0;GREVE DE LA POLICE;18, rue Vulpian 75013 Paris;NULL;75013.0;48.831597, 2.346303
813.0;Emile PLAISANT;4obis, rue des Morillons Square Georges Brassens 75015 Paris;NULL;75015.0;48.832802, 2.301197
867.0;Pierre REBIERE;59, rue chardon- Lagache 75016 Paris;NULL;75016.0;48.842457, 2.264607
895.0;MEMORIAL;13, rue Lamande Centre polonais 75017 Paris;NULL;75017.0;48.886496, 2.319455
917.0;Eleves de ces ecoles morts en déportation parce que nés juifs;stèle square Martin Luther King 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.887473, 2.296688
1055.0;Roger MERCIER;26, rue Alphonse Karr 75019 Paris;NULL;75019.0;48.895595, 2.379524
1092.0;Eleves de ces ecoles morts en déportation parce que nés juifs;59 rue de Romainville 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.877377, 2.403219
7.0;COMITE LOCAL DE LIBERATION du 1er arrondissement;4, place du Louvre 75001 Paris;Mairie du 1er arrondissement (Annexe);75001.0;48.860079, 2.341061
464.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Metz 34 rue du Fg Saint-Denis 75010 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.871103, 2.353503
475.0;Jean ALEZARD;179, rue de la Roquette 75011 Paris;NULL;75011.0;48.859809, 2.388357
605.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue jean bouton 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.845698, 2.376746
618.0;Eleves de ces ecoles morts en déportation parce que nés juifs;16 rue Charles Baudelaire 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.849491, 2.37692
621.0;Eleves de ces ecoles morts en déportation parce que nés juifs;83 avenue Michel Bizot 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.837242, 2.403541
103.0;Louis CHAPIRO;34, rue des Rosiers 75004 Paris;NULL;75004.0;48.857418, 2.359055
106.0;COMITE PARISIEN DE LA LIBERATION;;Hôtel de Ville (couloir du Conseil de Paris);75004.0;48.851745, 2.355582
216.0;Robert Colonel FOURE;128 rue de Rennes 75006 Paris;NULL;75006.0;48.846411, 2.326151
542.0;Eleves de ces ecoles morts en déportation parce que nés juifs;22 rue saint-maur 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.860315, 2.382034
653.0;Georges DUDACH;5, square Albin Cachot 75013 Paris;NULL;75013.0;48.833352, 2.343516
657.0;Jean FERRANDI;75013 Paris;5, rue Damesme (école);75013.0;48.831473, 2.368694
645.0;20 rue de la Vistule;75013 Paris;NULL;75013.0;48.831473, 2.368694
972.0;Eleves de ces ecoles morts en déportation parce que nés juifs;15 rue houdon 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.883221, 2.338446
961.0;Claude RIBOSKI;62, rue Letort 75018 Paris;NULL;75018.0;48.895517, 2.343458
944.0;Robert GERARDIN;8, rue de Trétaigne 75018 Paris;NULL;75018.0;48.891695, 2.342228
1029.0;Maurice DECK;Square du Laonnais 75019 Paris;NULL;75019.0;48.880708, 2.398305
84.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue Béranger 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.865169, 2.364209
93.0;Eleves de ces ecoles morts en déportation parce que nés juifs;48 rue de Sévigne 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.857784, 2.363536
96.0;AGENTS DE L'HOTEL-DIEU;Hôtel-Dieu cour intérieure 75004 Paris;NULL;75004.0;48.854029, 2.363436
138.0;TERNARD Marcel;2, quai du marché neuf, a gauche devant la P.P 75004 Paris;NULL;75004.0;48.853907, 2.346438
198.0;BOMBARDEMENT DE PARIS;60, boulevard Saint-Michel 75006 Paris;NULL;75006.0;48.845632, 2.339672
339.0;Henri MOSMEAU;avenue Dutruit 75008 Paris;(côté Seine);75008.0;48.866243, 2.315682
429.0;MEMORIAL 1939-1945;Gare du Nord cour des départs 75010 Paris;NULL;75010.0;48.872505, 2.352342
508.0;Serge MONTALBETTI;26, rue du Faubourg du Temple 75011 Paris;NULL;75011.0;48.868504, 2.366692
592.0;Eugène PENTIER;16 rue Claude Tillier 75012 Paris;NULL;75012.0;48.848206, 2.388186
593.0;André PRADELLES;44, boulevard de Picpus 75012 Paris;NULL;75012.0;48.843096, 2.401873
634.0;Paul CHAPELLE;75013 Paris;30, boulevard Arago(Intérieur de l'Ecole);75013.0;48.831473, 2.368694
751.0;Jean, Legros MOULIN;26, rue des Plantes 75014 Paris;NULL;75014.0;48.830712, 2.323684
758.0;Raymond Et Aubouet TARDIF;156 rue Raymond Losserand 75014 Paris;NULL;75014.0;48.830544, 2.311266
926.0;Suzanne BUISSON;Square Suzanne Buisson 75018 Paris;NULL;75018.0;48.892542, 2.349545
953.0;LIBERTATION DE PARIS;58, rue des Poissonniers 75018 Paris;NULL;75018.0;48.889884, 2.3516209999999997
974.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue ferdinand flocon 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.891354, 2.345734
1019.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Stèle square Léon serpollet 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;
1054.0;Angèle MERCIER;23 rue du docteur Potain 75019 Paris;NULL;75019.0;48.877122, 2.397805
1112.0;Albert CHELBLUNS;48, rue Ramponneau 75020 Paris;NULL;75020.0;48.871711, 2.381997
1119.0;Lieutenant-colonel DUMONT JULES;6-8, rue Louis Ganne 75020 Paris;NULL;75020.0;48.863408, 2.410471
1160.0;VAN DER HEYDEN;9, rue Victor Letalle 75020 Paris;NULL;75020.0;48.866905, 2.385523
126.0;MEMORIAL;2, place Baudoyer Mairie du IVème arrondissement 75004 Paris;NULL;75004.0;48.856164, 2.355667
1082.0;Eleves de ces ecoles morts en déportation parce que nés juifs;2 rue Fessart 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.876172, 2.38915
1128.0;HOMMES, FEMMES, ENFANTS du 20e;75020 Paris;Mairie du 20ème (Ancien Commissariat);75020.0;48.865247, 2.388008
1215.0;Eleves de ces ecoles morts en déportation parce que nés juifs;82 rue Ménilmontant 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.868892, 2.390886
211.0;Robert FAILLE;64, rue Monsieur le Prince 75006 Paris;(place Edmond Rostand);75006.0;48.847784, 2.340869
171.0;Fernand POULAIN;Rue Galande 75005 Paris;Angle rue du Fouarre;75005.0;48.85166, 2.347028
26.0;Roger SEJOURNANT;27, rue Saint-Denis 75001 Paris;(angle rue des Lombards);75001.0;48.859676, 2.347894
445.0;François SCHESTER;12, rue de l'Echiquier 75010 Paris;NULL;75010.0;48.871246, 2.352114
236.0;MEMORIAL;78, rue Bonaparte Mairie du VIème arrondissement 75006 Paris;NULL;75006.0;48.850731, 2.332635
262.0;19ème BATAILLON DE CHASSEURS;23, place Joffre 75007 Paris;NULL;75007.0;48.851429, 2.3013529999999998
323.0;Jean DAGNAUX;86, boulevard Malherbes 75008 Paris;NULL;75008.0;48.880178, 2.313689
739.0;Lt E. LAURENT;8, rue Georges de Porto-Riche 75014 Paris;NULL;75014.0;48.822274, 2.327572
915.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée Carnot 145 boulevard Malesherbes 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.884486, 2.307832
627.0;Eleves de ces ecoles morts en déportation parce que nés juifs;stèle square eugène Thomas 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.841466, 2.386219
1007.0;Eleves de ces ecoles morts en déportation parce que nés juifs;7 rue Gustave Rouanet 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.896348, 2.340207
1106.0;Marcel BORIE;1, rue Mouraud 75020 Paris;NULL;75020.0;48.854557, 2.408001
78.0;SYNDICAT DES MARCHANDS DU CARREAU DU TEMPLE;Carreau du Temple 75003 Paris;NULL;75003.0;48.864509, 2.362576
178.0;Jean, Albert VOUILLARD;28, rue de la Huchette 75005 Paris;NULL;75005.0;48.8532, 2.345023
584.0;LIBERATION DE PARIS;28, rue de Lyon 75012 Paris;NULL;75012.0;48.848712, 2.371319
674.0;MEMORIAL;18, avenue d'Ivry 75013 Paris;NULL;75013.0;48.82242, 2.367761
888.0;Michel DAVY;91, rue Pouchet 75017 Paris;NULL;75017.0;48.893814, 2.320268
924.0;Emile BRICOUT;100, boulevard Ney 75018 Paris;NULL;75018.0;48.898161, 2.348892
999.0;Eleves de ces ecoles morts en déportation parce que nés juifs;1 place Constantin Pecqueur 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.888976, 2.3379
440.0;RESISTANCE;Gare du Nord cour des départs 75010 Paris;NULL;75010.0;48.872505, 2.352342
413.0;GUERRE 1939-1945;Gare de l'Est Départ grandes lignes 75010 Paris;NULL;75010.0;48.878422, 2.35764
518.0;Jean VERRIER;85, rue de la roquette 75011 Paris;NULL;75011.0;48.85708, 2.378447
247.0;René REVEL;Pont-Neuf, côté quai de Conti 75006 Paris;NULL;75006.0;48.856811, 2.338755
291.0;Mouvement LIBERATION NORD;52, rue de Verneuil 75007 Paris;NULL;75007.0;48.858547, 2.327416
94.0;Eleves de ces ecoles morts en déportation parce que nés juifs;52 rue de Turenne 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.858413, 2.364613
162.0;L.R. GIBRAT;3, place Saint-Michel 75005 Paris;NULL;75005.0;48.853405, 2.34455
269.0;Henri CAPELLE;2, rue de Solférino 75007 Paris;NULL;75007.0;48.860957, 2.3239
80.0;Samuel TYSZELMAN;45, rue de Turenne 75003 Paris;NULL;75003.0;48.857692, 2.364345
775.0;Louis BARON;50, boulevard Pasteur 75015 Paris;NULL;75015.0;48.841365, 2.313577
722.0;Jean BIGUET;faubourg Saint-Jacques 75014 Paris;NULL;75014.0;48.836586, 2.338222
1057.0;Charles MICHELS;51, rue des Bois 75019 Paris;NULL;75019.0;48.878675, 2.4007
1040.0;GUERRE 1939-1945;60, boulevard de la Villette Ecole Diderot 75019 Paris;NULL;75019.0;48.874879, 2.37421
1209.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue Bretonneau 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.867721, 2.40319
111.0;A Côté Du Monument Rhin Et Danube QUAI DES CéLESTINS;;NULL;75004.0;48.851745, 2.355582
197.0;Raymond BOISSON;13, place Saint-Michel 75006 Paris;NULL;75006.0;48.853212, 2.3433669999999998
210.0;EHRHARDT Willy;4, boulevard Saint-Michel 75006 Paris;NULL;75006.0;48.853026, 2.343722
248.0;Jean REVERS;66, boulevard Saint-Michel 75006 Paris;NULL;75006.0;48.84376, 2.33865
350.0;Marcel BRETON;41, rue de Bellefond 75009 Paris;NULL;75009.0;48.878258, 2.345107
400.0;René DUPONT;63, boulevard de Magenta 75010 Paris;NULL;75010.0;48.874229, 2.357679
401.0;Raymond-simon DURAND;138, rue La Fayette 75010 Paris;NULL;75010.0;48.878544, 2.354509
676.0;MEMORIAL;37, quai d'Austerlitz ou accès par le 47, à  l'intérieur de la Cour 75013 Paris;service des eaux (petit jardin);75013.0;48.839764, 2.370772
683.0;Michel ORSINI;Place Jeanne d'Arc 75013 Paris;(intérieur de l'école);75013.0;48.829844, 2.368203
696.0;Eleves de ces ecoles morts en déportation parce que nés juifs;32 place Jeanne d'Arc 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.83056, 2.368114
759.0;Maurice TAYLOR;4, villa Coeur de Vey 75014 Paris;NULL;75014.0;48.830274, 2.328114
868.0;RESISTANTS FUSILLES;Avenue Aurelle de Paladines 75016 Paris;NULL;75016.0;48.854492, 2.280702
881.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue de Chernoviz et rue de Passy 75016 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75016.0;48.857333, 2.281784
968.0;VICTIMES DU BOMBARDEMENT DE LA PLAINE;talus du peripherique, 93200 Saint-Denis 75018 Paris;NULL;75018.0;48.89654, 2.332642
